EquipmentType;EquipmentTypeID;EquipmentID;CMMSCode;EquipmentModelType;SerialNo;PlantID;Plant;ProductionLineID;ProductionLine;Position;CategoryCode;RoleCategory;Model;Manufacturer;Condition;Process;OperationalStatus;Comments;BusinessCentre;AcquisitionDate;AcquisitionCost;Concerned;Certificat;2006;2014;CECompliant;ComplyType:;FinancialStatusDesc;CapexNo;FinancialCTSOffice;FARCode;GBV;DepreciationStartDate;DepreciationRate;DepreciationYears;InventoryValue;LeasingLessorNameDesc;LeasingContractRefDesc;LeasingAnnualFee;LeasingSaleDate;LeasingContractNo;OriginalEqptCost;CustomerDetailedName;Groupe;SellingDate;SellingAmount;FinancialInfo;
Line Machines;1;22027;PACKER_22027;;37;5;Food France - Nantes;0;;0,000;0007;Packer;1645;Carnaud;Fully Functional;N/A;Surplus;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26660;LINER_26660;;428;5;Food France - Nantes;11415;573PD12;70,000;0001;Liner;686;FMC;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Quality equipment;4;45455;_45455;;3pc can height gauge;5;Food France - Nantes;0;;0,000;0485;Can height gauge;;Unknown;Fully Functional;N/A;Standalone;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Quality equipment;4;45458;_45458;;3pc department;5;Food France - Nantes;0;;0,000;0476;Score measuring gauge;;Kuhnke;Fully Functional;N/A;Standalone;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Quality equipment;4;45459;_45459;;3pc department;5;Food France - Nantes;0;;0,000;0476;Score measuring gauge;;Kuhnke;Scrap/Spares Only;N/A;Surplus;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Quality equipment;4;45460;_45460;;3pc department;5;Food France - Nantes;0;;0,000;0492;Stripe film weight gauge;MA AF 200;Sartorius;Scrap/Spares Only;N/A;Surplus;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Quality equipment;4;45453;_45453;;3pc waterbath tester;5;Food France - Nantes;0;;0,000;0479;Leak tester;;Unknown;Fully Functional;N/A;Standalone;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Quality equipment;4;45454;_45454;;3pc waterbath tester;5;Food France - Nantes;0;;0,000;0479;Leak tester;;Unknown;Fully Functional;N/A;Standalone;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21898;PACKER_21898;;4;5;Food France - Nantes;0;;0,000;0007;Packer;1645;Carnaud;Scrap/Spares Only;N/A;Surplus;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;29626;FEEDST_29626;;65557/009;5;Food France - Nantes;11415;573PD12;40,000;0205;Feeder (strip-);;Thomassen-Drijver;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48105;CONVEND_48105;;573PD12_conveyor;5;Food France - Nantes;11415;573PD12;90,000;0157;Conveyor (end-);Conveying;ATIAP;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48169;GAUGE _48169;;573PD12_quality;5;Food France - Nantes;11415;573PD12;100,000;0144;Gauge - end control;Quality line control;Crown;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21651;LINER_21651;;459;5;Food France - Nantes;11416;573PD13;50,000;0001;Liner;686;IMC;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;24707;PRESS_24707;;XXX;5;Food France - Nantes;11416;573PD13;20,000;0036;Press;314;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25956;CURLER_25956;;0571;5;Food France - Nantes;11416;573PD13;30,000;0108;Curler;5CA;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21648;LINER_21648;;424;5;Food France - Nantes;0;;0,000;0001;Liner;686;IMC;Fully Functional;N/A;Surplus;Solvent base compound (centralisation);False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;29627;FEEDST_29627;;65557/012;5;Food France - Nantes;11416;573PD13;10,000;0205;Feeder (strip-);;Thomassen-Drijver;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26661;LINER_26661;;426;5;Food France - Nantes;0;;0,000;0001;Liner;686;FMC;Scrap/Spares Only;N/A;Surplus;1st floor ex 3PC;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48106;CONVEND_48106;;573PD13_conveyor;5;Food France - Nantes;11416;573PD13;70,000;0157;Conveyor (end-);Conveying;ATIAP;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26658;LINER_26658;;430;5;Food France - Nantes;0;;0,000;0001;Liner;686;FMC;Fully Functional;N/A;Surplus;Solvent base compound (centralisation);False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48170;GAUGE _48170;;573PD13_quality;5;Food France - Nantes;11416;573PD13;80,000;0144;Gauge - end control;Quality line control;Crown;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21606;LINER_21606;;***;5;Food France - Nantes;11417;573PD14;40,000;0001;Liner;686;FMC;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22154;VISEND_22154;;441.072;5;Food France - Nantes;0;;0,000;0008;Vision Inspection unit (end-);CVS 2000;Sacmi;Fully Functional;N/A;Surplus;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;24699;PRESS_24699;;***;5;Food France - Nantes;11417;573PD14;20,000;0036;Press;314;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25089;CMPDRY_25089;;***;5;Food France - Nantes;11417;573PD14;60,000;0050;Compound drying oven;"90""";Sardee;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25696;SCRSHE_25696;;***;5;Food France - Nantes;11417;573PD14;10,000;0104;Scroll shear;BMI-LA-9069A;Carnaud;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25939;CURLER_25939;;***;5;Food France - Nantes;11417;573PD14;30,000;0108;Curler;5CA;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22145;VISEND_22145;;441.086;5;Food France - Nantes;0;;0,000;0008;Vision Inspection unit (end-);CVS 2000;Sacmi;Fully Functional;N/A;Surplus;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;27106;VISEND_27106;;470A009;5;Food France - Nantes;11417;573PD14;50,000;0008;Vision Inspection unit (end-);CVS2000;Sacmi;As New;End Assembly;Operational;To be installed on DD14 (September 2015);False;01/01/1999;;True;;;;False;TFX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;32607;WRAPEND_32607;;5043;5;Food France - Nantes;11417;573PD14;70,000;0034;Wrapper (end-);SD;Jomar;Fully Functional;End Assembly;Operational;;False;Unknown;;True;;False;;True;TTF;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48107;CONVEND_48107;;573PD14_conveyor;5;Food France - Nantes;11417;573PD14;100,000;0157;Conveyor (end-);Conveying;ATIAP;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48139;ELEVPAL_48139;;573PD14_elevator;5;Food France - Nantes;11417;573PD14;80,000;0181;Elevator (pallet-);Pallet Elevator ATLAS;Other (please specify);Fully Functional;End Assembly;Operational;manufacturer ATLAS;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48171;GAUGE _48171;;573PD14_quality;5;Food France - Nantes;11417;573PD14;110,000;0144;Gauge - end control;Quality line control;Crown;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;True;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21634;LINER_21634;;***;5;Food France - Nantes;12352;573PD15;40,000;0001;Liner;686;IMC;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21654;LINER_21654;;451;5;Food France - Nantes;0;;0,000;0001;Liner;686;IMC;Fully Functional;N/A;Surplus;Solvent base compound (centralisation);False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21653;LINER_21653;;453;5;Food France - Nantes;0;;0,000;0001;Liner;686;IMC;Fully Functional;N/A;Surplus;Solvent base compound (centralisation);False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22036;WRAPEND_22036;;5042;5;Food France - Nantes;12352;573PD15;70,000;0034;Wrapper (end-);SD;Jomar;Fully Functional;End Assembly;Operational;;False;05/08/2004;;True;;False;;True;TTF;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22118;VISEND_22118;;***;5;Food France - Nantes;12352;573PD15;50,000;0008;Vision Inspection unit (end-);CVS 2000;Sacmi;Fully Functional;End Assembly;Operational;;False;05/08/2004;;True;;;;False;TFX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;24700;PRESS_24700;;***;5;Food France - Nantes;12352;573PD15;20,000;0036;Press;314;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25090;CMPDRY_25090;;***;5;Food France - Nantes;12352;573PD15;60,000;0050;Compound drying oven;"90""";Sardee;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25697;SCRSHE_25697;;***;5;Food France - Nantes;12352;573PD15;10,000;0104;Scroll shear;BMI-LA-9069A;Carnaud;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21641;LINER_21641;;465;5;Food France - Nantes;0;;0,000;0001;Liner;686;IMC;Fully Functional;N/A;Surplus;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25940;CURLER_25940;;***;5;Food France - Nantes;12352;573PD15;30,000;0108;Curler;5CA;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48108;CONVEND_48108;;573PD15_conveyor;5;Food France - Nantes;12352;573PD15;100,000;0157;Conveyor (end-);Conveying;ATIAP;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48140;ELEVPAL_48140;;573PD15_elevator;5;Food France - Nantes;12352;573PD15;80,000;0181;Elevator (pallet-);Pallet Elevator ATLAS;Other (please specify);Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48172;GAUGE _48172;;573PD15_quality;5;Food France - Nantes;12352;573PD15;110,000;0144;Gauge - end control;Quality line control;Crown;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21644;LINER_21644;;457;5;Food France - Nantes;11421;573PD19;40,000;0001;Liner;686;IMC;Fully Functional;End Assembly;Operational;Solvent base compound (centralisation);False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;24712;PRESS_24712;;1430;5;Food France - Nantes;11421;573PD19;20,000;0036;Press;314;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25961;CURLER_25961;;0520;5;Food France - Nantes;11421;573PD19;30,000;0108;Curler;5CA;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;34194;VISEND_34194;;470A013;5;Food France - Nantes;0;;0,000;0008;Vision Inspection unit (end-);CVS 2000;Sacmi;Fully Functional;N/A;Surplus;;False;01/01/2000;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;29632;FEEDST_29632;;66835;5;Food France - Nantes;11421;573PD19;10,000;0205;Feeder (strip-);;Thomassen-Drijver;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48109;CONVEND_48109;;573PD19_conveyor;5;Food France - Nantes;11421;573PD19;60,000;0157;Conveyor (end-);Conveying;ATIAP;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22386;FEEDSH_22386;;48 T811;5;Food France - Nantes;0;;0,000;0017;Feeder (sheet-);1592;Metalbox;Fully Functional;N/A;Surplus;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25094;CMPDRY_25094;;4979-28-0192;5;Food France - Nantes;0;;0,000;0050;Compound drying oven;"90""";Sardee;Fully Functional;N/A;Surplus;1st floor ex 3PC - Project L26;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48173;GAUGE _48173;;573PD19_quality;5;Food France - Nantes;11421;573PD19;70,000;0144;Gauge - end control;Quality line control;Crown;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21650;LINER_21650;;343;5;Food France - Nantes;14;573PD20;40,000;0001;Liner;686;IMC;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26652;PRESS_26652;;XXX;5;Food France - Nantes;14;573PD20;20,000;0164;Press (double die-);314;Metalbox;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;24714;PRESS_24714;;51072/0644S;5;Food France - Nantes;0;;0,000;0036;Press;314;Metalbox;Fully Functional;N/A;Surplus;2nd floor;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26656;CURLER_26656;;XXX;5;Food France - Nantes;14;573PD20;30,000;0108;Curler;5CA;Metalbox;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25645;SCRSHE_25645;;51148-096S;5;Food France - Nantes;0;;0,000;0104;Scroll shear;200SS;Metalbox;Fully Functional;N/A;Surplus;99/96-Ex CLV PR11;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;29633;FEEDST_29633;;***;5;Food France - Nantes;14;573PD20;10,000;0205;Feeder (strip-);;Thomassen-Drijver;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48110;CONVEND_48110;;573PD20_conveyor;5;Food France - Nantes;14;573PD20;60,000;0157;Conveyor (end-);Conveying;ATIAP;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48192;GAUGE _48192;;573PD20_quality;5;Food France - Nantes;14;573PD20;70,000;0144;Gauge - end control;Quality line control;Crown;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22021;PACKER_22021;;6;5;Food France - Nantes;11423;573PD22;50,000;0007;Packer;1645;Carnaud;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22380;FEEDSH_22380;;56;5;Food France - Nantes;0;;0,000;0017;Feeder (sheet-);1592B;Metalbox;Fully Functional;N/A;Surplus;ex SC32;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Quality equipment;4;49455;_49455;;561632;5;Food France - Nantes;0;;0,000;0460;Film weight gauge;SI9600;Sencon;As New;N/A;Standalone;;False;26/09/2016;;False;;;;True;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Quality equipment;4;49456;_49456;;561636;5;Food France - Nantes;0;;0,000;0460;Film weight gauge;SI9600;Sencon;As New;N/A;Standalone;;False;26/09/2016;;False;;;;True;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;24711;PRESS_24711;;1436;5;Food France - Nantes;11423;573PD22;20,000;0036;Press;314;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25652;SCRSHE_25652;;MP51204.098S;5;Food France - Nantes;11423;573PD22;10,000;0104;Scroll shear;200SS;Metalbox;Fully Functional;End Assembly;Operational;ex SC37;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;51750;CURLER_51750;;xxx;5;Food France - Nantes;11423;573PD22;30,000;0108;Curler;;Crown;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;True;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;51751;CURLER_51751;;xxx;5;Food France - Nantes;11423;573PD22;40,000;0108;Curler;;Crown;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26455;PACKER_26455;;32 83;5;Food France - Nantes;11424;573PD23;40,000;0007;Packer;1645;Carnaud;Fully Functional;End Assembly;Operational;;False;13/10/2005;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;27124;PRESS_27124;;51142/0663/S;5;Food France - Nantes;11424;573PD23;10,000;0036;Press;314;Metalbox;As New;End Assembly;Operational;;False;01/01/1975;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;51752;CURLER_51752;;xxx;5;Food France - Nantes;11424;573PD23;20,000;0108;Curler;;Crown;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;51753;CURLER_51753;;xxx;5;Food France - Nantes;11424;573PD23;30,000;0108;Curler;;Crown;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21652;LINER_21652;;422;5;Food France - Nantes;11425;573PD24;40,000;0001;Liner;686;IMC;Fully Functional;End Assembly;Operational;Solvent base compound (centralisation);False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22073;WRAPEND_22073;;046 / 97;5;Food France - Nantes;11425;573PD24;60,000;0034;Wrapper (end-);WM2003;Tecnomachinery;Fully Functional;End Assembly;Operational;1st floor ex 3PC - Project L24;False;01/01/1997;;True;;False;;True;TTF;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;24715;PRESS_24715;;1400;5;Food France - Nantes;11425;573PD24;20,000;0036;Press;314;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25964;CURLER_25964;;0509;5;Food France - Nantes;11425;573PD24;30,000;0108;Curler;5CA;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;29637;FEEDST_29637;;66840;5;Food France - Nantes;11425;573PD24;10,000;0205;Feeder (strip-);;Thomassen-Drijver;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48111;CONVEND_48111;;573PD24_conveyor;5;Food France - Nantes;11425;573PD24;90,000;0157;Conveyor (end-);Conveying;ATIAP;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48141;ELEVPAL_48141;;573PD24_elevator;5;Food France - Nantes;11425;573PD24;70,000;0181;Elevator (pallet-);Pallet Elevator ATLAS;Other (please specify);Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48193;GAUGE _48193;;573PD24_quality;5;Food France - Nantes;11425;573PD24;100,000;0144;Gauge - end control;Quality line control;Crown;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21597;LINER_21597;;303;5;Food France - Nantes;11426;573PD25;50,000;0001;Liner;586;IMC;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22012;WRAPEND_22012;;98018;5;Food France - Nantes;11426;573PD25;80,000;0034;Wrapper (end-);SD;Jomar;Fully Functional;End Assembly;Operational;;False;05/08/2004;;True;;False;;True;TTF;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;24716;PRESS_24716;;XXX;5;Food France - Nantes;11426;573PD25;30,000;0202;Press (single die-);314;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25054;CMPDRY_25054;;5219-50-0493;5;Food France - Nantes;11426;573PD25;70,000;0050;Compound drying oven;HD-DUAL-1200;Sardee;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25545;FEEDSH_25545;;1869;5;Food France - Nantes;11426;573PD25;10,000;0017;Feeder (sheet-);1592B;Carnaud;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;25671;SCRSHE_25671;;XXX;5;Food France - Nantes;11426;573PD25;20,000;0104;Scroll shear;34;C.G.;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;26000;CURLER_26000;;XXX;5;Food France - Nantes;11426;573PD25;40,000;0108;Curler;6CA;Metalbox;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48112;CONVEND_48112;;573PD25_conveyor;5;Food France - Nantes;11426;573PD25;110,000;0157;Conveyor (end-);Conveying;ATIAP;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48142;ELEVPAL_48142;;573PD25_elevator;5;Food France - Nantes;11426;573PD25;90,000;0181;Elevator (pallet-);Pallet Elevator ATLAS;Other (please specify);Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;48194;GAUGE _48194;;573PD25_quality;5;Food France - Nantes;11426;573PD25;120,000;0144;Gauge - end control;Quality line control;Crown;Fully Functional;End Assembly;Operational;;False;Unknown;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;51622;VISEND_51622;;22133;5;Food France - Nantes;11426;573PD25;60,000;0008;Vision Inspection unit (end-);C-VIS BIG;Ibea;As New;End Assembly;Operational;;False;01/12/2017;;True;EOLE 73 - Vision IBEA;True;True;True;TTT;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;21604;LINER_21604;;336;5;Food France - Nantes;11427;573PD26;50,000;0001;Liner;586;IMC;Fully Functional;End Assembly;Operational;1st floor Double-Die - ESL;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22026;PACKER_22026;;38;5;Food France - Nantes;11427;573PD26;80,000;0007;Packer;1645;Carnaud;Fully Functional;End Assembly;Operational;;False;05/08/2004;;False;;;;False;FXX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
Line Machines;1;22149;VISEND_22149;;470A012;5;Food France - Nantes;11427;573PD26;60,000;0008;Vision Inspection unit (end-);CVS 2000;Sacmi;Fully Functional;End Assembly;Operational;;False;05/08/2004;;True;;;;False;TFX;;;;;;Unknown;;;;;;;Unknown;;;;-;Unknown;;;
